;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,
EVTNAME10225;Hungarian Revolution of $YEAR$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10225;The Hungarian nobility has grown increasingly nationalistic and liberal in recent years. The cities and countryside have become increasingly unruly, a violent and dangerous place for Bohemian officials and Czechs. In response, the Bohemian government ordered the Hungarian Diet dissolved and the replacement of the Governing Council with a single governor, Count Jirí Lukavský of Olomouc. The Hungarians have refused to obey, and thus we now face civil war to maintain the integrity of the realm.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC10224;Angered by the inability of France to prevent the formation of Germany, as well as the humiliating loss of Alsace-Lorraine, the government has deposed Emperor Napoleon. We must choose what form our new government is to take.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC10223;Facing the prospect of losing the presidential election, the popular Louis-Napoleon has launched a coup d'etat and overthrown the French government. Loyal members of the army have locked down strategic locations in Paris, and the Assemblée Nationale has been dissolved, leaving Louis-Napoleon as the undisputed ruler of the country. He has been christened Napoléon III, regaining his uncle's throne as the Emperor of France.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTDESC10222;Angry crowds have flooded the streets of Paris, shouting cries of 'Down with the King!' and 'Long live the Reform!'. They have erected barricades in the streets and fighting has broken out with the Parisian municipal guards. With the city having been completely closed off from outside help, these crowds have begun to march on the royal palace. Our king has had no choice but to abdicate and flee the country.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC10221;A massive demonstration by the Chartists has taken place in Kennington Common, with liberals demanding that the People's Charter be implemented immediately, giving equal votes to all men, rich or poor, as well as secret ballots and a fair distribution of constituencies. Many in the government are suggesting that such public gatherings should be made illegal, and that at best the British government should make empty promises to these rabble-rousers. Others fear that refusing their demands will lead to the monarchy being toppled by rebellion.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,
EVTDESC10220;The sound of rain falling on the deserted square is deafening. A tattered pamphlet, thrown in the gutter -- the ink running out across the paper in soft blueish blooms -- is the only thing that still serves as proof that $PROVINCENAME$ was, up until just recently, a hotbed of liberal agitation. Depicted on the pamphlet is Lady Liberty, the iconographic personification of the Hispanian revolution, holding a republican cantoned flag. The pamphlet reads: 'Liberty, Equality, Brotherhood -- $COUNTRY$'. It is soon swept away by the rain and down into the sewers whence it came.;;;;;;;;;;x;;;;
EVTDESC10216;Nationalists in $PROVINCENAME$, inspired by the wave of liberalism throughout $COUNTRY$, have risen up. Agitators are running through the streets waving flags and calling for their brethren to fight for freedom. Responding with violence could enflame the entire state, but $COUNTRY_ADJ$ officials agree that this cannot be allowed to continue.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC10215;Nationalists in $COUNTRY$, inspired by the wave of liberalism in a neighboring nation, have risen up. Agitators are running through the streets waving flags and calling for their brethren to fight for freedom. Responding with violence could enflame the entire state, but $COUNTRY_ADJ$ officials agree that this cannot be allowed to continue.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC10205;Tensions in one of our provinces reached a boiling point recently, with liberals and reactionaries battling in the streets. $COUNTRY_ADJ$ police were quick to move in, but tempers remain high and already there are reports of fighting elsewhere in the state. Officials are calling for decisive action to put an end to the violence.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC10200_NEW;Death to the $MONARCHTITLE$!', a hoarse voice cries. The streets in $PROVINCENAME$ have come alive. A local injustice, or the perception of one, have animated the unwashed masses into rebellion against our rule and threatens to spread to the rest of the state. The revolt is still small enough that its future course has not been set in stone, and leniency might avert it, but perhaps it is best to put our foot down firmly to set an example?;;Tod dem König!', schreit eine heisere Stimme. Die Straßen in $PROVINCENAME$ sind zum Leben erwacht. Eine lokale Ungerechtigkeit bzw. das, was manche dafür ansehen, hat eine Rebellion der ungewaschenen Horden gegen unsere Herrschaft entfacht. Die Revolte ist noch klein genug, dass ihr künftiger Kurs noch nicht in Stein gemeißelt steht. Mit Milde könnte man noch etwas erreichen, aber vieleicht ist es am besten, hart vorzugehen, um ein Exempel zu statuieren?;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,
EVTDESC10180;In a time when the forces of revolution threaten to overthrow all the long-established orders of Europe, it becomes our sacred duty to voice our dissent. The Albesans -- holding nothing sacred save the profane -- are charlatans peddling false ideologies. What the liberal terror brought to Hispania, their radicalism now threatens to impose on $COUNTRY$.'\n\nThe widespread liberal agitation in $COUNTRY$ has mobilized the forces of reaction, and a leading conservative intellectual has published an Anti-Albesan tract.;;;;;;;;;;;;x;;;;
EVTDESC10170_NEW;Like rats carrying contagious diseases, the preachers of modernity move effortlessly back and forth across our borders. Liberal agitation has spread to $PROVINCENAME$ from a neighboring province and is now threatening to enflame the entire state. We might want to send some troops here.;Comme des rats porteurs de maladies contagieuses, les prédicateurs modernes vont et viennent facilement de part et d'autres de nos frontières. L'agitation libérale s'étend à $PROVINCENAME$ depuis une province voisine.;Wie Ratten mit ansteckenden Krankheiten bewegen sich die Prediger der Modernität mühelos über unsere Grenzen hinweg. Liberale Agitation ist aus einer Nachbarprovinz nach $PROVINCENAME$ übergeschwappt.;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,
EVTDESC10160_NEW;Immorality is like water, flowing through every concievable crack in the dams of legal authority. Liberals in $COUNTRY$ have, on account of the ban on public meetings, begun holding banquets. Ostentsibly without purpose , A gathering among friends, a celebration, a feast , the common knowledge secret that no one dare pronounce is that these banquets are political meetings carried out behind a thin veneer of legality.;;Sittenlosigkeit ist wie Wasser - sie fließt durch jeden Riss in den Dämmen der Gesetzesautorität. Die Liberalen in $COUNTRY$ haben wegen des Verbots öffentlicher Versammlungen begonnen, Bankette abzuhalten. Nach außen völlig absichtslos , ein Treffen von Freunden, eine Feier, ein Fest , doch ist jedem klar, was er nicht auszusprechen wagt: dass diese Bankette politische Treffen sind, die sich hinter einem sehr dünnen Anstrich der Legalität verstrecken.;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,
EVTDESC10155;A fervor has been sweeping through parts of $COUNTRY$, with liberal-minded revolutionaries calling for $COUNTRY_ADJ$ citizens to rise up and demand the unification of $CULTURE_GROUP_UNION$. They have begun waving $UNION_ADJ$ flags in the streets, fomenting riots and violence. The police have had difficulties dealing with the problem.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC10150_NEW;The smog from the factories hangs low against the blood red of a charcoal sky. Far away in the depths of the city, in the deepest bowels of the industrial machine, the cries and shouts of a forming mob can be heard echoing against a backdrop of drainpipes and smokestacks. Infuriated over poor working conditions, clamoring for a return to a lost pastoral dream remembered, Luddites take to the streets in $COUNTRY$.;;Der kohlschwarze Qualm der Fabriken hängt tief gegen den blutroten Himmel. Tief im Herzen der Stadt, in den untersten Kellern der Industriemaschine, kann man die Schreie und Rufes des sich bildenden Mobs im Echo gegen den Hintergrund von Kühlröhren und Schornsteinen hören. Erzürnt über schlechte Arbeitsbedingungen ziehen die Ludditen auf die Straße in $COUNTRY$ und verlangen die Wiederkehr eines ländlichen Traums.;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
EVTDESC10140_NEW;Liberal causes have started to gain traction in $COUNTRY$. While no one knows for sure, rumor has it that the root cause of this sudden upswing in liberal propaganda efforts is the recent foundation of a secret society, forced into hiding due to the persecution of any legitimate opposition to the ruling party. Whether it be the Rosecrucians or the Illuminati, these society members will continue to act from the shadows until $COUNTRY$ allows free debate and opposition in its politics.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC10130_NEW;A local chapter of the Chartist Society, calling for a broadening of the voting franchise, and an end to landed voting rights, has opened in $COUNTRY$.;Une branche locale de la Société chartiste, appelant à un élargissement du droit de vote et à la fin du système électoral censitaire est apparue en $COUNTRY$.;Ein lokaler Zweig der Chartistengesellschaft ist in $COUNTRY$ aktiv geworden und ruft nach größeren Wahlrechten und einem Ende der landbesitzgebundenen Wahlrechts.;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
EVTDESC10120_NEW;A new daily has begun circulating in $COUNTRY$. The $COUNTRY_ADJ$ Herald, carrying hard-hitting political commentary, literary critique and local news, has quickly developed into a flagship for local liberal politics.;;Eine neue Tageszeitung ist in $COUNTRY$ erschienen. Mit beißenden politischen Kommentaren, Literaturkritik und Lokalnachrichten ist der $COUNTRY_ADJ$ Herald schnell zu einem Flaggschiff für liberale Lokalpolitik geworden.;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,
EVTDESC10100_NEW;Phytophthora infestans, the dreaded potato blight, has struck one of our farming provinces. Starving smallholders, and in some places driving whole families from their homes, the potato blight has caused a localized famine that threatens to spread.;;Phytophthora infestans, die gefürchtete Kartoffelfäule, ist in $PROVINCENAME$ ausgebrochen. Die Krankheit bringt lokale Kleinbauern ans Hungertuch, treibt an manchen Orten ganze Familien aus ihren Heimen, und hat generell vor Ort eine Hungersnot ausgelöst, die sich auszubreiten droht. Im Parlament wie auch vor Ort treten die Liberalen vor, klagen unsere Regierung an, die Hungerhilfe ungeschickt anzugehen, und behaupten, dass vielleicht nicht die Knollenfäule selbst, sondern unsere Politik, die zu Nahrungsmangel geführt hat, an der Krise schuld ist.;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,
